question_id,strategy,question_type,exactitude,pertinence,hallucination,latence,aveu_ignorance,score_global
GS025,strategy_a_llm,hors_sujet,1.0,1.0,1.0,1.0,1.0,1.0
GS025,strategy_b_rag,hors_sujet,1.0,0.0,0.0,1.0,0.0,0.44999999999999996
GS025,strategy_c_qa,hors_sujet,1.0,0.0,0.0,0.8,0.0,0.42
GS026,strategy_a_llm,complexe,0.0,0.6176470588235294,0.8,1.0,1.0,0.583529411764706
GS026,strategy_b_rag,complexe,0.0,0.5588235294117647,0.8,1.0,1.0,0.571764705882353
GS026,strategy_c_qa,complexe,0.25,0.5588235294117647,0.8,0.8,1.0,0.616764705882353
GS027,strategy_a_llm,complexe,0.0,0.55,0.8,1.0,1.0,0.5700000000000001
GS027,strategy_b_rag,complexe,0.0,0.55,0.8,1.0,1.0,0.5700000000000001
GS027,strategy_c_qa,complexe,0.2,0.55,0.8,0.8,1.0,0.6000000000000001
GS028,strategy_a_llm,complexe,0.0,0.5294117647058824,0.8,1.0,1.0,0.5658823529411765
GS028,strategy_b_rag,complexe,0.0,0.5,0.8,1.0,1.0,0.56
GS028,strategy_c_qa,complexe,0.0,0.5882352941176471,0.7000000000000001,0.8,1.0,0.5276470588235295
GS029,strategy_a_llm,complexe,0.0,0.5,0.8,1.0,1.0,0.56
GS029,strategy_b_rag,complexe,0.0,0.5,0.8,1.0,1.0,0.56
GS029,strategy_c_qa,complexe,0.16666666666666666,0.6153846153846154,0.7000000000000001,0.8,1.0,0.583076923076923
GS030,strategy_a_llm,complexe,0.0,0.5,0.8,1.0,1.0,0.56
GS030,strategy_b_rag,complexe,0.0,0.5,0.8,1.0,1.0,0.56
GS030,strategy_c_qa,complexe,0.0,0.5833333333333334,0.8,0.8,1.0,0.5466666666666667
